,buy_x,buy_y,sell_x,sell_y,hr,buy_spread,sell_spread,buy_investment,sell_investment,buyZScore,sellZScore,long_entry,long_exit,num_units_long,short_entry,short_exit,num_units_short,numUnits,transaction,positionSwitch,tradecosts,hr_memory,invest_memory,buy_spread_memory,sell_spread_memory,buy_spread_memory_pos_switch,sell_spread_memory_pos_switch,buy_spread_pct_ch,sell_spread_pct_ch,long_holding_ret,short_holding_ret,spread_cost_ret,transaction_cost_ret,port_rets,cum rets
2018-07-25 14:50:00,16.48637385,105.38499999999999,16.468811819999996,105.372,6.0203999999999995,6.236165318872025,6.117434873460013,204.53383468112796,204.62656512654,,,False,False,0.0,False,False,0.0,0.0,False,False,0.0,6.0203999999999995,204.53383468112796,6.236165318872025,6.117434873460013,6.572129080000025,6.453756900000002,0.0004674564920815456,0.0003213574593292608,0.0,0.0,0.0,0.0,1.0,1.0
2018-07-25 14:55:00,16.44839495,105.10600000000002,16.44020447,105.049,6.026,6.037327863780021,5.930972031300001,204.17467213622,204.1670279687,,,False,False,0.0,False,False,0.0,0.0,False,False,0.0,6.026,204.17467213622,6.037327863780021,5.930972031300001,6.1293930088120305,6.023083043020009,-0.0009738595537420287,-0.0009132515811540448,0.0,0.0,0.0,0.0,1.0,1.0
2018-07-25 15:00:00,16.4390091,105.06,16.4390091,105.015,6.023,6.047848190700009,6.002848190700007,204.0721518093,204.0271518093,,,False,False,0.0,False,False,0.0,0.0,False,False,0.0,6.023,204.0721518093,6.047848190700009,6.002848190700007,5.998531163400003,5.953531163400001,5.1551996814433434e-05,0.00035220954335392146,0.0,0.0,0.0,0.0,1.0,1.0
2018-07-26 13:40:00,16.447377019999998,105.854,16.42275569,105.65599999999999,6.051399999999999,6.473336217534012,6.126342701172021,205.234663782466,205.18565729882795,,,False,False,0.0,False,False,0.0,0.0,False,False,0.0,6.051399999999999,205.234663782466,6.473336217534012,6.126342701172021,6.939742479130004,6.593448208540011,0.0020731781804899678,0.0006017234525397196,0.0,0.0,0.0,0.0,1.0,1.0
2018-07-26 13:45:00,16.50091194,106.08399999999999,16.47980398,105.83399999999999,6.0588,6.236163645975992,5.858274737927985,205.93183635402397,205.809725262072,,,False,False,0.0,False,False,0.0,0.0,False,False,0.0,6.0588,205.93183635402397,6.236163645975992,5.858274737927985,6.358114195428001,5.980381486283989,-0.0011517042520336137,-0.0013017315243243485,0.0,0.0,0.0,0.0,1.0,1.0
2018-07-26 13:50:00,16.4468616,105.80799999999999,16.42812588,105.703,6.064,6.187844663679996,5.969231257600015,205.42815533632,205.43676874239998,,,False,False,0.0,False,False,0.0,0.0,False,False,0.0,6.064,205.42815533632,6.187844663679996,5.969231257600015,6.273270918256003,6.054754937920023,-0.0002352110995539513,0.000540123234278064,0.0,0.0,0.0,0.0,1.0,1.0
2018-07-26 13:55:00,16.446376987500003,105.81,16.43027755,105.75125,6.0685,6.102860687825,5.946411251356224,205.517139312175,205.5560887486438,,,False,False,0.0,False,False,0.0,0.0,False,False,0.0,6.0685,205.517139312175,6.102860687825,5.946411251356224,6.176796936800002,6.020419947799979,-0.0004135128395588837,-0.0001110369982774414,0.0,0.0,0.0,0.0,1.0,1.0
2018-07-26 14:00:00,16.45801209,106.05796000000001,16.441633949999996,105.923,6.0744,6.18489873412004,5.950451360504005,205.93102126587996,205.89554863949598,,,False,False,0.0,False,False,0.0,0.0,False,False,0.0,6.0744,205.93102126587996,6.18489873412004,5.950451360504005,6.281904374425025,6.047553631835001,0.0003983763387892849,1.9618749632500393e-05,0.0,0.0,0.0,0.0,1.0,1.0
2018-07-26 14:05:00,16.431537383333335,105.98,16.415943266666666,105.74746666666668,6.074000000000001,6.269560598266665,5.942308600299995,205.69043940173333,205.55262473303338,,,False,False,0.0,False,False,0.0,0.0,False,False,0.0,6.074000000000001,205.69043940173333,6.269560598266665,5.942308600299995,6.26299422096001,5.935735985346668,0.0004115984408068292,-3.958745106332236e-05,0.0,0.0,0.0,0.0,1.0,1.0
2018-07-26 14:10:00,16.40505435,105.6656,16.39687174,105.624,6.074,6.071001051239989,5.979699878099993,205.26019894876,205.26830012189998,,,False,False,0.0,False,False,0.0,0.0,False,False,0.0,6.074,205.26019894876,6.071001051239989,5.979699878099993,6.071001051239975,5.979699878099979,-0.0009673553277430232,0.00018216526141695774,0.0,0.0,0.0,0.0,1.0,1.0
2018-07-26 14:15:00,16.423099010000005,105.59666,16.417252209999997,105.48600000000002,6.0645999999999995,6.032592247234021,5.886473743953999,205.16072775276598,205.08552625604602,,,False,False,0.0,False,False,0.0,0.0,False,False,0.0,6.0645999999999995,205.16072775276598,6.032592247234021,5.886473743953999,5.878270076460012,5.732096613259998,-0.00018721323728317782,-0.0004544053589941342,0.0,0.0,0.0,0.0,1.0,1.0
2018-07-26 14:20:00,16.410119149999996,105.37375,16.3955003875,105.2475,6.056500000000001,6.074401903106235,5.859613368025009,204.67309809689377,204.635386631975,,,False,False,0.0,False,False,0.0,0.0,False,False,0.0,6.056500000000001,204.67309809689377,6.074401903106235,5.859613368025009,5.9415983499675065,5.726691402910035,0.0002042752870844857,-0.00013123549786828536,0.0,0.0,0.0,0.0,1.0,1.0
2018-07-26 14:25:00,16.4035808875,105.21249999999999,16.3991943675,105.0875,6.05125,5.976875083665618,5.825331154515652,204.44812491633436,204.34966884548436,,,False,False,0.0,False,False,0.0,0.0,False,False,0.0,6.05125,204.44812491633436,5.976875083665618,5.825331154515652,5.890779313236223,5.7392123548562495,-0.00047702476841265967,-0.00016768172133340036,0.0,0.0,0.0,0.0,1.0,1.0
2018-07-26 14:30:00,16.3954487,105.245,16.39194074,105.146,6.0496,6.080315299296018,5.960093544480003,204.409684700704,204.33190645552,,,False,False,0.0,False,False,0.0,0.0,False,False,0.0,6.0496,204.409684700704,6.080315299296018,5.960093544480003,6.053268597075018,5.933041054125013,0.0005060436142341131,0.0006592759543740284,0.0,0.0,0.0,0.0,1.0,1.0
2018-07-26 14:35:00,16.377319816666667,105.19166666666668,16.364474696666665,105.07666666666665,6.053666666666667,6.126591677945569,5.9338316031721945,204.25674165538777,204.2195017301611,,,False,False,0.0,False,False,0.0,0.0,False,False,0.0,6.053666666666667,204.25674165538777,6.126591677945569,5.9338316031721945,6.193140541712026,6.000432703759984,0.0002265598592952529,-0.00012857319222352206,0.0,0.0,0.0,0.0,1.0,1.0
2018-07-26 14:40:00,16.40140615,105.32666666666667,16.389722833333334,105.25,6.053,6.119674356499999,5.972288574049998,204.53365897683335,204.52771142595,,,False,False,0.0,False,False,0.0,0.0,False,False,0.0,6.053,204.53365897683335,6.119674356499999,5.972288574049998,6.1087478746110975,5.961354303283329,-3.3819966259703587e-05,0.00018802270037206415,0.0,0.0,0.0,0.0,1.0,1.0
2018-07-26 14:45:00,16.3968944,105.196,16.39572602,105.15,6.05,6.001857578999989,5.948788880000009,204.390142421,204.35121112000002,,,False,False,0.0,False,False,0.0,0.0,False,False,0.0,6.05,204.390142421,6.001857578999989,5.948788880000009,5.9526704009399936,5.8995981967999995,-0.000576430820510576,-0.00011497469384596816,0.0,0.0,0.0,0.0,1.0,1.0
