,y,x,hr,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,transaction,positionSwitch,tradecosts,hr_memory,invest_memory,spreadmemory,spread pct ch,port rets,cum rets
2019-08-14 14:10:00,59.46125296,59.424,-0.984,0.9880369600000023,1.0647081188086833,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.8691889600000025,-5.301160607425063e-05,-0.0,0.9931192933140371
2019-08-14 14:15:00,59.478187293,59.45,-0.984,0.9793872929999949,0.8501227484141501,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.8604872929999985,-7.380322469679616e-05,-0.0,0.9931192933140371
2019-08-14 14:20:00,59.56396724,59.54016,-0.984,0.9764497999999975,0.5547479031075668,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.8573694799999956,-2.6443743871341217e-05,-0.0,0.9931192933140371
2019-08-14 14:25:00,59.64979399,59.58599999999999,-0.984,1.0171699900000064,0.3930882072795013,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.8979979900000075,0.00034459087582017797,0.0,0.9931192933140371
2019-08-14 14:30:00,59.7947413875,59.725,-0.985,0.965616387499999,1.5432286300719054,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.9058913874999988,6.694788358514766e-05,0.0,0.9931192933140371
2019-08-14 14:35:00,59.74581559999999,59.65702,-0.985,0.9836508999999936,-0.10209953809376318,False,False,0.0,False,True,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.9239938799999905,0.00015353636510663401,0.0,0.9931192933140371
2019-08-14 14:40:00,59.72584439,59.617999999999995,-0.985,1.0021143900000027,0.4130840976529855,False,True,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.9424963900000023,0.00015692911518964885,0.0,0.9931192933140371
2019-08-14 14:45:00,59.7524160148,59.629999999999995,-0.985,1.0168660148000015,0.9254686824786761,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.957236014800003,0.00012501418878249694,0.0,0.9931192933140371
2019-08-14 14:50:00,59.74874163,59.644000000000005,-0.985,0.9994016299999942,1.25075494341739,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.9397576299999955,-0.00014824299306459712,-0.0,0.9931192933140371
2019-08-14 14:55:00,59.73967760000001,59.642999999999994,-0.985,0.9913226000000179,0.6368781171104355,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.986,117.90361513,0.9316796000000167,-6.85138448984109e-05,-0.0,0.9931192933140371
